Região;Local;Longitude;Latitude;Referência;;;;;;;;;
Austrália;     bulla;144,48;-37,28; Atkinson W.D. and Shorrocks B. (1984); Aggregation of larval Diptera ... ;;;;;;;;
Austrália;     genoa/aust;149,35;-37,29; Biemont C. et al. (2003); Worldwide distribution of tran ... ; Vieira C. and Biemont C. (1996); Geographical Variation in Inse ... ;;;;;;
Austrália;     cann river;149,09;-37,34; Biemont C. et al. (1999); Transposable elements and geno ... ; Biemont C. et al. (2003); Worldwide distribution of tran ... ; Cizeron G. and Biemont C. (1999); Polymorphism in structure of t ... ; Kopp A. et al. (2006); Historical biogeography of Dro ... ; Vieira C. and Biemont C. (1996); Geographical Variation in Inse ... 
Austrália;     ipswich/aust;152,4;-37,39; Knibb W.R. (1986); Temporal variation of Drosophi ... ; Mather W.B. (1955); The genus Drosophila (Diptera) ... ;;;;;;
Austrália;     greensborough/aust;145;-37,42; Arthur A.L. et al. (2008); Investigating latitudinal clin ... ;;;;;;;;
Austrália;     orbost;148,3;-37,42; Barker J.S.F. (1962); Sexual isolation between Droso ... ;;;;;;;;
Austrália;     melbourne;144,58;-37,45; Ashburner M. and Leumeunier F. (1976); Relationships within the melan ... ; Baba-Aissa F. and Solignac M. (1984); La plupart des populations de ... ; Baba-Aissa F. et al. (1988); Mitochondrial DNA variability ... ; Binnington K.C. and Hoffmann A.A. (1989); Wolbachia-like Organisms and C ... ; Carson H.L. and Wasserman M. (1965); A widespread chromosomal polym ... 
Austrália;     sandringham;145;-37,45; Barker J.S.F. (1967); Factors affecting sexual isola ... ;;;;;;;;
Austrália;     nicholson river;145,3;-37,48; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
Austrália;     johnsonville;145;-37,5; Boussy I.A. (1999); Proportions of Drosophila mela ... ; Parsons P.A. (1980); Ethanol Utilization: Threshold ... ; Parsons P.A. and Spence G.E. (1982); Longevity; Parsons P.A. et al. (1979); Environmental Ethanol at Low C ... ;;
América do Sul;     mar del plata;-57,32;-38; Fernandez Iriarte P.J. and Lopez M.M. (1995); Variacion estacional de Drosop ... ;;;;;;;;
Africa;     tristan da cunha;-12;-38; Frey R. (1954); Diptera brachycera und Sciarid ... ;;;;;;;;
Austrália;     wandin;145;-38; Nielsen K.M. and Hoffmann A.A. (1985); Numerical Changes and Resource ... ;;;;;;;;
Austrália;     bunyip;145,43;-38,06; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
Austrália;     grovedale;144,19;-38,12; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
Austrália;     leslie manor;143,1;-38,15; Parsons P.A. (1975); Quantitative variation in natu ... ;;;;;;;;
Austrália;     wandin north;145,1;-38,2; Hoffmann A.A. (1985); Interspecific Variation in the ... ;;;;;;;;
Austrália;     fairhaven;144,05;-38,28; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
Austrália;     lorne/vic;144,01;-38,34; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
América do Sul;     el destino/argent;-60,27;-38,46; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ;;;;;;;;
América do Sul;     villarrica;-72,15;-39,15; Brncic D. (1957); Las especies Chilenas de Droso ... ;;;;;;;;
América do Sul;     angachilla;-73,12;-39,54; Brncic D. (1957); Las especies Chilenas de Droso ... ;;;;;;;;
América do Sul;     los alpes;-72;-40; Brncic D. (1957); Las especies Chilenas de Droso ... ;;;;;;;;
Austrália;     new zealand;175;-40; Macfarlane R.P. et al. (2000); Checklist of New Zealand Dipte ... ;;;;;;;;
Austrália;     wairarapa;175;-41; Chambers G.K. et al. (1988); Drosophila species from the We ... ; Moore R.H. and Chambers G.K. (1991); Drosophila species diversity i ... ;;;;;;
Austrália;     horowhenua;176;-41; Moore R.H. and Chambers G.K. (1991); Drosophila species diversity i ... ;;;;;;;;
América do Sul;     ensenada/chile;-72,33;-41,12; Brncic D. (1957); Las especies Chilenas de Droso ... ;;;;;;;;
Austrália;     hillwood;147;-41,14; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
Austrália;     karori;174,45;-41,15; Chambers G.K. (1988); The use of beer as a Drosophil ... ;;;;;;;;
Austrália;     wellington/nz;174,47;-41,17; Chambers G.K. (1991); Seasonal variation in Drosophi ... ; Chambers G.K. et al. (1988); Drosophila species from the We ... ; Moore R.H. and Chambers G.K. (1991); Drosophila species diversity i ... ;;;;
Austrália;     rosevear;147;-41,2; Boussy I.A. (1999); Proportions of Drosophila mela ... Australia: simulans 1;;;;;;;;
Austrália;     legana;145;-41,21; Arthur A.L. et al. (2008); Investigating latitudinal clin ... ;;;;;;;;
América do Sul;     puerto montt;-73;-41,28; Brncic D. (1957); Las especies Chilenas de Droso ... ;;;;;;;;
Austrália;     mount albert;174;-42; Harrison R.A. (1952); New Zealand Drosophilidae (Dip ... ; Harrison R.A. (1952); New Zealand Drosophilidae (Dip ... ;;;;;;
Austrália;     gogango;150;-42,42; Ashburner M. and Leumeunier F. (1976); Relationships within the melan ... ;;;;;;;;
Austrália;     sorell;150;-42,46; Arthur A.L. et al. (2008); Investigating latitudinal clin ... ;;;;;;;;
Austrália;     grove;147,06;-42,59; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
América do Sul;     rupanco;-72,3;-43; Brncic D. (1957); Las especies Chilenas de Droso ... ;;;;;;;;
Austrália;     trial bay;147;-43,08; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
Austrália;     cygnet;147,02;-43,08; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
Austrália;     christchurch;172,4;-43,33; Hodge A. et al. (2000); Arthropod families associated ... ;;;;;;;;
Austrália;     lincoln/nz;172,3;-43,38; Hodge A. et al. (2000); Arthropod families associated ... ;;;;;;;;
América do Sul;     aisen;-72,58;-45,27; Brncic D. (1987); A review of the genus Drosophi ... ;;;;;;;;
Austrália;     nambour;152,52;-46,4; Anderson P.R. and Oakeshott J.G. (1986); Ethanol tolerance and alcohol ... ;;;;;;;;
América do Sul;     maquine;-29,8;-50,2; da Silva Loreto E.L. et al. (1998); Transposable elements in South ... ;;;;;;;;
América do Sul;     magallanes;-70,55;-53,1; Brncic D. (1987); A review of the genus Drosophi ... ;;;;;;;;
América do Sul;     potrero grande;-34;-53,5; Goni B. et al. (1998); Preliminary Data on the Drosop ... ;;;;;;;;
